iter	RMSE
0	20.43857446
1	20.42472977
2	20.41269345
3	20.39941055
4	20.38591274
5	20.37197053
6	20.35927532
7	20.34795429
8	20.33680838
9	20.32436257
10	20.31331873
11	20.30233604
12	20.29219207
13	20.281059
14	20.27338779
15	20.26094443
16	20.25022819
17	20.23841413
18	20.22889325
19	20.21836633
20	20.20965145
21	20.19815499
22	20.18741581
23	20.17834491
24	20.16747547
25	20.1608684
26	20.15101126
27	20.14065555
28	20.13041165
29	20.12141654
30	20.11331678
31	20.10407281
32	20.09524447
33	20.08569941
34	20.07603201
35	20.06875494
36	20.05791737
37	20.05007631
38	20.04326299
39	20.03442366
40	20.02748912
41	20.01855576
42	20.00948368
43	20.00133961
44	19.99355791
45	19.98628617
46	19.97636347
47	19.96638941
48	19.95552435
49	19.9477706
50	19.9388248
51	19.93178939
52	19.92694224
53	19.91854534
54	19.91163151
55	19.90494588
56	19.89903198
57	19.89142716
58	19.8864804
59	19.87979768
60	19.87156811
61	19.86596576
62	19.85864243
63	19.85123392
64	19.84655235
65	19.84021913
66	19.83107572
67	19.8234731
68	19.81715604
69	19.80982809
70	19.80136307
71	19.79315245
72	19.78765034
73	19.78002327
74	19.77296213
75	19.76623895
76	19.76014314
77	19.75344045
78	19.74722354
79	19.74025658
80	19.73235279
81	19.72607703
82	19.72074714
83	19.71479238
84	19.70691325
85	19.70069233
86	19.69573489
87	19.68984361
88	19.68311553
89	19.67615472
90	19.67017404
91	19.6646306
92	19.65822425
93	19.65242135
94	19.64537832
95	19.64119157
96	19.63555179
97	19.62988882
98	19.62465859
99	19.61771611
100	19.61186803
101	19.6054725
102	19.59835438
103	19.59126239
104	19.58448737
105	19.57974478
106	19.5724619
107	19.56719892
108	19.56117329
109	19.55459749
110	19.54860736
111	19.54402957
112	19.53994491
113	19.53399829
114	19.52777826
115	19.52267032
116	19.51621077
117	19.51010789
118	19.50618431
119	19.50380409
120	19.49760979
121	19.49047043
122	19.48353641
123	19.47904646
124	19.4720879
125	19.46692323
126	19.46136701
127	19.45692544
128	19.45237911
129	19.44485398
130	19.43944571
131	19.43592309
132	19.43106084
133	19.42646448
134	19.42120609
135	19.41614751
136	19.41079826
137	19.40572871
138	19.39904726
139	19.39284335
140	19.3889304
141	19.38468542
142	19.38026927
143	19.37598369
144	19.36986957
145	19.36408686
146	19.35827541
147	19.3529652
148	19.34806875
149	19.34283867
150	19.33684603
151	19.33197653
152	19.32801723
153	19.32258112
154	19.31755594
155	19.31554347
156	19.31084646
157	19.30537915
158	19.30061028
159	19.29583968
160	19.29061824
161	19.28510186
162	19.27997704
163	19.27498395
164	19.26963469
165	19.26521376
166	19.25958786
167	19.25538691
168	19.25171137
169	19.2475778
170	19.24009665
171	19.23511481
172	19.23200062
173	19.22721153
174	19.2241942
175	19.21903632
176	19.21486789
177	19.2109729
178	19.20378177
179	19.1999934
180	19.19739513
181	19.19300169
182	19.18985045
183	19.18586726
184	19.18088724
185	19.17693955
186	19.17255147
187	19.16871033
188	19.16316064
189	19.15885927
190	19.154533
191	19.15161431
192	19.14621908
193	19.14228014
194	19.13740008
195	19.13377279
196	19.12959628
197	19.12484993
198	19.11970761
199	19.11593204
200	19.11144259
201	19.10721629
202	19.1034901
203	19.10010621
204	19.09740411
205	19.09426599
206	19.08989618
207	19.08515449
208	19.08166146
209	19.0810796
210	19.07658897
211	19.07279724
212	19.06869472
213	19.06539562
214	19.06146807
215	19.05691804
216	19.05291361
217	19.04718865
218	19.04310121
219	19.03925581
220	19.03373792
221	19.02865569
222	19.02528808
223	19.0228433
224	19.01851688
225	19.01288198
226	19.0098167
227	19.00603617
228	19.00251703
229	18.99844281
230	18.99455631
231	18.99069595
232	18.98753705
233	18.98400743
234	18.97942375
235	18.97438405
236	18.97106816
237	18.96713095
238	18.96315203
239	18.9606207
240	18.95766383
241	18.9551643
242	18.95131795
243	18.94813182
244	18.94435877
245	18.94139706
246	18.93773812
247	18.93335435
248	18.93062272
249	18.92695576
250	18.92260787
251	18.91958121
252	18.91670791
253	18.91447861
254	18.91069487
255	18.90755725
256	18.90313609
257	18.89924484
258	18.89575518
259	18.89111652
260	18.88762022
261	18.88382023
262	18.87981814
263	18.87360738
264	18.86954733
265	18.86641733
266	18.86281493
267	18.85926113
268	18.85375365
269	18.85059033
270	18.84768431
271	18.84396979
272	18.84057913
273	18.83748638
274	18.83373646
275	18.83163379
276	18.82886186
277	18.82563175
278	18.82022858
279	18.8158994
280	18.81335412
281	18.80995437
282	18.80683257
283	18.80430049
284	18.80047664
285	18.79630318
286	18.79389083
287	18.78911663
288	18.78519517
289	18.78211734
290	18.78045379
291	18.77721451
292	18.77438766
293	18.77166402
294	18.76747204
295	18.76340683
296	18.76139736
297	18.75772806
298	18.75564963
299	18.75284328
300	18.7479577
301	18.74630438
302	18.74342144
303	18.73916317
304	18.73518635
305	18.73162164
306	18.72818554
307	18.72585854
308	18.72335083
309	18.71963897
310	18.71582147
311	18.71287679
312	18.70866261
313	18.70603506
314	18.70177805
315	18.69722319
316	18.69512689
317	18.69197097
318	18.68871644
319	18.68426995
320	18.68211904
321	18.68043244
322	18.67701306
323	18.6745429
324	18.67337995
325	18.66743337
326	18.66375957
327	18.6611017
328	18.65797289
329	18.65767944
330	18.65365059
331	18.65147872
332	18.64903214
333	18.64694827
334	18.64339385
335	18.63982224
336	18.63717185
337	18.63426508
338	18.6316214
339	18.62850574
340	18.62507019
341	18.62153673
342	18.61769151
343	18.61437882
344	18.61143747
345	18.60802889
346	18.60491125
347	18.60132446
348	18.59917708
349	18.5974471
350	18.59409584
351	18.59125026
352	18.58858213
353	18.58489814
354	18.58176498
355	18.57947612
356	18.5765773
357	18.57427481
358	18.57185643
359	18.56765393
360	18.5655475
361	18.56187252
362	18.558917
363	18.55683919
364	18.55342086
365	18.550936
366	18.5485809
367	18.54602197
368	18.54334364
369	18.53953029
370	18.53515611
371	18.53257515
372	18.52977221
373	18.52646961
374	18.5226302
375	18.51867842
376	18.51593915
377	18.51200094
378	18.51081295
379	18.50905273
380	18.50620825
381	18.50260422
382	18.50114303
383	18.49770167
384	18.49524808
385	18.49323686
386	18.49078813
387	18.48810724
388	18.48521659
389	18.4813995
390	18.47954246
391	18.47528827
392	18.47234307
393	18.4702148
394	18.46849863
395	18.46616523
396	18.46337038
397	18.46253193
398	18.46010672
399	18.45750827
400	18.45408215
401	18.45167115
402	18.44871664
403	18.44590284
404	18.44402255
405	18.4421011
406	18.43981863
407	18.43793283
408	18.43567548
409	18.43241074
410	18.43049515
411	18.42633328
412	18.42247056
413	18.42005975
414	18.41727697
415	18.41308511
416	18.4113176
417	18.40799145
418	18.40523792
419	18.40298916
420	18.40121666
421	18.39852159
422	18.39609668
423	18.39275119
424	18.39093222
425	18.3876065
426	18.38448372
427	18.38231264
428	18.38008337
429	18.37767349
430	18.37487819
431	18.37176225
432	18.3685503
433	18.36602471
434	18.36374937
435	18.36119606
436	18.35918986
437	18.35679489
438	18.35383536
439	18.35170941
440	18.3497636
441	18.34608675
442	18.34256433
443	18.34091929
444	18.33817854
445	18.33464024
446	18.3319074
447	18.32905345
448	18.32715351
449	18.32579968
450	18.32337654
451	18.32077887
452	18.31765141
453	18.31576526
454	18.31350089
455	18.31128933
456	18.30791075
457	18.30577201
458	18.30453812
459	18.30065625
460	18.29726532
461	18.29413786
462	18.29057402
463	18.28757843
464	18.28537227
465	18.2819993
466	18.27964097
467	18.2771251
468	18.27363117
469	18.27017987
470	18.26911315
471	18.26626801
472	18.26387686
473	18.26215851
474	18.25941025
475	18.25645031
476	18.2544074
477	18.2516993
478	18.24995701
479	18.24572933
480	18.24419647
481	18.24221351
482	18.23961752
483	18.23715524
484	18.23579948
485	18.23486478
486	18.23375328
487	18.23103118
488	18.22815438
489	18.22682677
490	18.22499918
491	18.22149967
492	18.21716731
493	18.21492913
494	18.21200017
495	18.20877873
496	18.20459456
497	18.2013863
498	18.19967454
499	18.19754548
500	18.1959427
501	18.19351239
502	18.19224493
503	18.18913756
504	18.18640185
505	18.18463072
506	18.18368336
507	18.18063483
508	18.17824336
509	18.17623972
510	18.17183193
511	18.16883464
512	18.16701602
513	18.1653745
514	18.1638778
515	18.16145759
516	18.16053203
517	18.15630938
518	18.15348055
519	18.14950884
520	18.14760428
521	18.14454908
522	18.14217666
523	18.13881618
524	18.1343128
525	18.12956281
526	18.12758345
527	18.12468324
528	18.12090123
529	18.11795004
530	18.11519668
531	18.1134281
532	18.11117569
533	18.10842613
534	18.10571604
535	18.10428914
536	18.10188624
537	18.09968403
538	18.09776148
539	18.09497557
540	18.09353414
541	18.09195096
542	18.0885261
543	18.08595234
544	18.08380098
545	18.0815742
546	18.07897123
547	18.07486838
548	18.07253961
549	18.07028554
550	18.06752793
551	18.06567357
552	18.0645738
553	18.06146678
554	18.05851297
555	18.05628583
556	18.05440007
557	18.05193875
558	18.04959367
559	18.0460725
560	18.04260183
561	18.04128454
562	18.03851105
563	18.03587042
564	18.03163648
565	18.02798705
566	18.02507959
567	18.02299942
568	18.02025486
569	18.01717147
570	18.01510549
571	18.01136884
572	18.01060819
573	18.00813409
574	18.00495282
575	18.00205281
576	17.99902487
577	17.99744091
578	17.9967963
579	17.99419422
580	17.99083124
581	17.98845588
582	17.98664218
583	17.98267872
584	17.98063757
585	17.97818527
586	17.97526989
587	17.97336209
588	17.97089768
589	17.96896135
590	17.96718022
591	17.96399784
592	17.96018569
593	17.95711989
594	17.95466424
595	17.95307629
596	17.95039531
597	17.94842288
598	17.9446102
599	17.94020777
600	17.93693303
601	17.93408231
602	17.93264789
603	17.93099823
604	17.92878067
605	17.92587091
606	17.92451837
607	17.92248756
608	17.92104638
609	17.91789577
610	17.91575341
611	17.9130558
612	17.91240891
613	17.91021737
614	17.90792145
615	17.90509862
616	17.90258395
617	17.90037456
618	17.89945061
619	17.89613536
620	17.89479392
621	17.89211375
622	17.89091682
623	17.88955056
624	17.88826228
625	17.88781194
626	17.88643524
627	17.88496519
628	17.88252992
629	17.88238357
630	17.88090555
631	17.87987987
632	17.87916745
633	17.87579812
634	17.87366506
635	17.87113261
636	17.86813732
637	17.8661122
638	17.86379164
639	17.86113269
640	17.85911326
641	17.85696448
642	17.85538366
643	17.85401872
644	17.84962505
645	17.84765523
646	17.84557969
647	17.84252369
648	17.84155363
649	17.84074306
650	17.83894108
651	17.83646071
652	17.83460521
653	17.83309227
654	17.83217366
655	17.8304388
656	17.82767205
657	17.82595432
658	17.8236429
659	17.82091576
660	17.81888079
661	17.81705829
662	17.81507359
663	17.81291751
664	17.81119485
665	17.80877809
666	17.8061444
667	17.8041037
668	17.80227587
669	17.80119837
670	17.79862771
671	17.79558528
672	17.79195572
673	17.78963461
674	17.78753001
675	17.78536554
676	17.78341294
677	17.78128087
678	17.78019967
679	17.77914019
680	17.77839119
681	17.77719086
682	17.77489722
683	17.77165716
684	17.77040082
685	17.7683478
686	17.76690892
687	17.76197421
688	17.76128614
689	17.75702536
690	17.75494201
691	17.75123748
692	17.7498397
693	17.74862095
694	17.74640719
695	17.74352614
696	17.74150104
697	17.74034901
698	17.73896408
699	17.73708174
700	17.73391644
701	17.73180787
702	17.72984762
703	17.72836093
704	17.72628067
705	17.72514238
706	17.72265958
707	17.72032828
708	17.71916462
709	17.71633719
710	17.71395944
711	17.71077591
712	17.70913701
713	17.70643431
714	17.70526293
715	17.70238187
716	17.70052663
717	17.69816379
718	17.69653395
719	17.69447004
720	17.69194984
721	17.68902735
722	17.68681064
723	17.68382903
724	17.68123922
725	17.67986521
726	17.67902867
727	17.67699847
728	17.67609375
729	17.67553825
730	17.67420763
731	17.67241731
732	17.66997599
733	17.66711199
734	17.66445657
735	17.66105386
736	17.66003157
737	17.65803926
738	17.65724984
739	17.65596834
740	17.65472904
741	17.65316692
742	17.65059078
743	17.64783456
744	17.64507394
745	17.64382552
746	17.64247818
747	17.64128915
748	17.63902136
749	17.63473531
750	17.63342386
751	17.63126809
752	17.62755521
753	17.626257
754	17.6233562
755	17.62096636
756	17.61822481
757	17.61678066
758	17.61458714
759	17.6139914
760	17.61037751
761	17.60891461
762	17.60652539
763	17.60380872
764	17.60217861
765	17.60059213
766	17.59944329
767	17.59723816
768	17.5949023
769	17.59310176
770	17.59053311
771	17.58730425
772	17.58586334
773	17.58348419
774	17.58214327
775	17.57948446
776	17.57744077
777	17.57723648
778	17.57569055
779	17.57383583
780	17.57170782
781	17.5692464
782	17.56703607
783	17.5656392
784	17.56314844
785	17.55980272
786	17.5587535
787	17.5566893
788	17.55479812
789	17.55296773
790	17.55117209
791	17.54870856
792	17.54755375
793	17.54561518
794	17.54498026
795	17.54177114
796	17.53874199
797	17.53590346
798	17.53521783
799	17.5337443
800	17.53122169
801	17.52894793
802	17.5268568
803	17.52479564
804	17.52337327
805	17.52210896
806	17.52032758
807	17.51792791
808	17.51602475
809	17.51449214
810	17.51141823
811	17.50939625
812	17.50702624
813	17.50587411
814	17.50238465
815	17.50055944
816	17.49796494
817	17.49646882
818	17.4942682
819	17.49144227
820	17.48884521
821	17.48684351
822	17.48495048
823	17.48407251
824	17.48302756
825	17.48048423
826	17.47910463
827	17.4781583
828	17.47528565
829	17.47195354
830	17.46975807
831	17.4670048
832	17.4652086
833	17.46241739
834	17.45888536
835	17.45707648
836	17.45486432
837	17.45289762
838	17.44858523
839	17.44635264
840	17.44270108
841	17.44016327
842	17.43824106
843	17.43373033
844	17.43160224
845	17.42793425
846	17.42617092
847	17.42439656
848	17.42299603
849	17.4193357
850	17.41577842
851	17.41529753
852	17.41233137
853	17.41059134
854	17.40663903
855	17.4042718
856	17.40231147
857	17.40165821
858	17.39924366
859	17.39620438
860	17.39548054
861	17.39406624
862	17.39155542
863	17.38921955
864	17.38904782
865	17.38794265
866	17.38744078
867	17.38481251
868	17.38262839
869	17.37921302
870	17.37569669
871	17.37138823
872	17.36925575
873	17.36791445
874	17.36631806
875	17.3646851
876	17.36184429
877	17.3583427
878	17.35539501
879	17.35220616
880	17.35009504
881	17.34809797
882	17.34479753
883	17.34258606
884	17.34190928
885	17.3409608
886	17.34080181
887	17.33885448
888	17.33795732
889	17.33618247
890	17.33263051
891	17.32938796
892	17.32670208
893	17.32390574
894	17.32137583
895	17.31893445
896	17.31698652
897	17.31556931
898	17.31515545
899	17.31420315
900	17.3108351
901	17.3090801
902	17.30675967
903	17.30409946
904	17.3010927
905	17.29858944
906	17.29626697
907	17.29551914
908	17.29356452
909	17.29230983
910	17.2893937
911	17.2873237
912	17.28556195
913	17.28375641
914	17.2808848
915	17.27941302
916	17.27698485
917	17.27308899
918	17.27035211
919	17.26814753
920	17.26488496
921	17.2632363
922	17.26142345
923	17.25844516
924	17.25494707
925	17.250458
926	17.24810874
927	17.24600984
928	17.24314585
929	17.24042532
930	17.23841132
